# Range /mm, dE/dx (el) /MeV * cm ** 2 / mg, Ion Energy /MeV / u
3.186118589408199000e+02,4.649809200093070416e+00,2.393160354285376989e+00
3.204390226916063966e+02,4.637267144526873608e+00,2.403690440500191983e+00
3.222791406975234736e+02,4.624731750695178611e+00,2.414266859889251826e+00
3.241323263901289806e+02,4.612202930492447450e+00,2.424889816322021385e+00
3.259986933311307666e+02,4.599680564319455378e+00,2.435559514565006189e+00
3.278783552392301317e+02,4.587164500302582049e+00,2.446276160285698165e+00
3.297714260180081851e+02,4.574654553500792531e+00,2.457039960056544459e+00
3.316780197848539729e+02,4.562150505100166953e+00,2.467851121358925148e+00
3.335982509008477450e+02,4.549652101595771825e+00,2.478709852587154039e+00
3.355322340017481793e+02,4.537159053960700739e+00,2.489616363052498116e+00
3.374800840278351188e+02,4.524671036825184345e+00,2.500570862987202769e+00
3.394419162099549112e+02,4.512187879847750160e+00,2.511573563548558763e+00
3.414178459318336536e+02,4.499710043149275585e+00,2.522624676822961209e+00
3.434079885550861491e+02,4.487238115559949669e+00,2.533724415830002297e+00
3.454124593915755099e+02,4.474772675514028464e+00,2.544872994526576893e+00
3.474313737072700974e+02,4.462314290669623595e+00,2.556070627811005025e+00
3.494648467270287711e+02,4.449863517522327783e+00,2.567317531527176122e+00
3.515129936398770951e+02,4.437420901012565366e+00,2.578613922468710573e+00
3.535759296048632336e+02,4.424986974126604800e+00,2.589960018383136831e+00
3.556537697574449339e+02,4.412562257491119411e+00,2.601356037976083169e+00
3.577466292164056085e+02,4.400147258961203178e+00,2.612802200915506301e+00
3.598546230912746751e+02,4.387742473201775795e+00,2.624298727835916445e+00
3.619778664902434002e+02,4.375348381262245567e+00,2.635845840342630364e+00
3.641164745285614117e+02,4.362965450144349333e+00,2.647443761016048391e+00
3.662705623373976778e+02,4.350594132363085897e+00,2.659092713415938114e+00
3.684402450731564613e+02,4.338234865500606219e+00,2.670792922085748256e+00
3.706256379272346635e+02,4.325888071752988395e+00,2.682544612556936769e+00
3.728268561362082210e+02,4.313554157469772221e+00,2.694348011353318029e+00
3.750444466081369796e+02,4.301233512686185811e+00,2.706203345995420673e+00
3.772782574130740159e+02,4.288926510647881329e+00,2.718110845004889420e+00
3.795282750529223676e+02,4.276633507328162942e+00,2.730070737908878442e+00
3.817946148002801579e+02,4.264354840937525815e+00,2.742083255244478934e+00
3.840773920346611590e+02,4.252090831425416440e+00,2.754148628563162227e+00
3.863767222553681222e+02,4.239841779974113933e+00,2.766267090435243770e+00
3.886927210947172853e+02,4.227607968484580425e+00,2.778438874454366658e+00
3.910258734589831420e+02,4.215389659054203264e+00,2.790664215242005586e+00
3.933764175477234630e+02,4.203187093446280720e+00,2.802943348451979233e+00
3.957440115439159740e+02,4.191000492551105516e+00,2.815276510775009289e+00
3.981287715367386113e+02,4.178830055838599122e+00,2.827663939943271920e+00
4.005308138266242963e+02,4.166675960802268541e+00,2.840105874734983438e+00
4.029504324113971734e+02,4.154538362394449180e+00,2.852602554978999727e+00
4.053884352716086141e+02,4.142417392452630409e+00,2.865154221559445435e+00
4.078441029535902089e+02,4.130313159116770549e+00,2.877761116420350707e+00
4.103175525864433553e+02,4.118225746237456519e+00,2.890423482570319003e+00
4.128089015991480437e+02,4.106155212774759811e+00,2.903141564087212245e+00
4.153193017228634289e+02,4.094101592187660899e+00,2.915915606122845283e+00
4.178480274160453405e+02,4.082064891813887542e+00,2.928745854907727431e+00
4.203950379197166853e+02,4.070045092240036411e+00,2.941632557755799127e+00
4.229606447833928087e+02,4.058042146661810179e+00,2.954575963069199229e+00
4.255459166275198868e+02,4.046055980234243066e+00,2.967576320343055851e+00
4.281498611141471997e+02,4.034086489411739862e+00,2.980633880170294070e+00
4.307725980788075617e+02,4.022133541277786328e+00,2.993748894246467174e+00
4.334154566784447411e+02,4.010196972864173759e+00,3.006921615374607448e+00
4.360776136620114585e+02,3.998276590459567181e+00,3.020152297470103164e+00
4.387589555666731940e+02,3.986372168907276414e+00,3.033441195565579562e+00
4.414608927361248334e+02,3.974483450892015490e+00,3.046788565815834016e+00
4.441825496680820606e+02,3.962610146215549634e+00,3.060194665502762312e+00
4.469238914167232224e+02,3.950751931061014854e+00,3.073659753040318243e+00
4.496864888874110306e+02,3.938908447245724531e+00,3.087184087979498504e+00
4.524689452545666200e+02,3.927079301462340855e+00,3.100767931013341805e+00
4.552722333654380691e+02,3.915264064508169550e+00,3.114411543981957298e+00
4.580965390403785022e+02,3.903462272466434513e+00,3.128115189877569868e+00
4.609412466335578529e+02,3.891673728637017327e+00,3.141879132849593415e+00
4.638080370977062898e+02,3.879898841584231484e+00,3.155703638209709005e+00
4.666953749450628948e+02,3.868138086642784579e+00,3.169588972437000329e+00
4.696049063053839063e+02,3.856391928507473033e+00,3.183535403183073154e+00
4.725356480236870880e+02,3.844660820909541421e+00,3.197543199277223636e+00
4.754886092043103076e+02,3.832945206287926787e+00,3.211612630731615070e+00
4.784633908476050124e+02,3.821245515455268915e+00,3.225743968746485280e+00
4.814606040293869569e+02,3.809562167258635945e+00,3.239937485715373988e+00
4.844800613662047795e+02,3.797895568234850749e+00,3.254193455230375065e+00
4.875223451453304051e+02,3.786246112260373220e+00,3.268512152087399869e+00
4.905871138852937179e+02,3.774614180195589697e+00,3.282893852291492554e+00
4.936752835391508825e+02,3.763000139523496657e+00,3.297338833062134711e+00
4.967859995773280275e+02,3.751404343982615686e+00,3.311847372838597092e+00
4.999208673650186370e+02,3.739827133194112196e+00,3.326419751285302873e+00
5.030785616493471935e+02,3.728268832282975342e+00,3.341056249297221115e+00
5.062605425379235840e+02,3.716729751493188516e+00,3.355757149005277107e+00
5.094662016142568177e+02,3.705210185796792288e+00,3.370522733781798230e+00
5.126957533728987073e+02,3.693710414496739425e+00,3.385353288245969594e+00
5.159501824345005616e+02,3.682230700823441616e+00,3.400249098269315429e+00
5.192286104317054196e+02,3.670771291524900448e+00,3.415210450981225332e+00
5.225319458066966263e+02,3.659332416450335579e+00,3.430237634774476962e+00
5.258603989886445333e+02,3.647914288127192428e+00,3.445330939310797813e+00
5.292135605001010390e+02,3.636517101331423696e+00,3.460490655526449189e+00
5.325922128260159525e+02,3.625141032650945228e+00,3.475717075637832387e+00
5.359966493282670399e+02,3.613786240042144993e+00,3.491010493147124638e+00
5.394264985835682182e+02,3.602452862379338150e+00,3.506371202847933688e+00
5.428820150435468577e+02,3.591141018997056733e+00,3.521799500830986140e+00
5.463643756333442525e+02,3.579850809225060715e+00,3.537295684489818903e+00
5.498728594559594285e+02,3.568582311915938998e+00,3.552860052526533252e+00
5.534077093236575138e+02,3.557335584965191977e+00,3.568492904957539569e+00
5.569691772308843838e+02,3.546110664823681091e+00,3.584194543119340715e+00
5.605580744853614306e+02,3.534907566002303714e+00,3.599965269674347379e+00
5.641741981746181409e+02,3.523726280568783231e+00,3.615805388616703198e+00
5.678176354513215074e+02,3.512566777636439763e+00,3.631715205278151615e+00
5.714886367289997224e+02,3.501429002844808291e+00,3.647695026333917845e+00
5.751874519867930076e+02,3.490312877831983407e+00,3.663745159808625029e+00
5.789143308397715373e+02,3.479218299698564998e+00,3.679865915082216610e+00
5.826698725327505599e+02,3.468145140463013476e+00,3.696057602895943095e+00
5.864539871042567256e+02,3.457093246508362139e+00,3.712320535358335061e+00
5.902668598729945870e+02,3.446062438020085050e+00,3.728655025951225443e+00
5.941087403789603059e+02,3.435052508414990324e+00,3.745061389535789598e+00
5.979798781470376525e+02,3.424063258577160873e+00,3.761539942358616884e+00
6.018805225308788067e+02,3.413094824509586456e+00,3.778091002057804904e+00
6.058109224221599334e+02,3.402147539784778463e+00,3.794714887669086600e+00
6.097713261711219275e+02,3.391221728670383850e+00,3.811411919631965795e+00
6.137619816199472780e+02,3.380317703088090209e+00,3.828182419795914448e+00
6.177831361303233280e+02,3.369435762295657444e+00,3.845026711426563715e+00
6.218350366143050678e+02,3.358576192563793139e+00,3.861945119211937172e+00
6.259179295655202395e+02,3.347739266847780115e+00,3.878937969268710706e+00
6.300320610914903909e+02,3.336925244453775807e+00,3.896005589148497705e+00
6.341776769468078783e+02,3.326134370699696863e+00,3.913148307844164009e+00
6.383550225672017859e+02,3.315366876570582821e+00,3.930366455796169056e+00
6.425643431044297813e+02,3.304622978368369601e+00,3.947660364898937679e+00
6.468058834620258040e+02,3.293902877355959102e+00,3.965030368507244329e+00
6.510801971213405750e+02,3.283206759395488117e+00,3.982476801442663028e+00
6.553873719883838476e+02,3.272534794580720607e+00,4.000000000000000000e+00
